filename,target,prediction,is_correct,cer(%)
word_184.png,select,select,True,0.0
word_185.png,Departures*.,Departures.,False,8.33
word_186.png,Valid,Valid,True,0.0
word_187.png,through,through,True,0.0
word_188.png,May,May,True,0.0
word_189.png,2011.,"2011,",False,20.0
word_190.png,FREE,REE,False,25.0
word_191.png,BALCONY,BALCONY,True,0.0
word_192.png,UPGRADE!,UPGRADEl,False,12.5
word_193.png,lufthansa.com,luthansacom,False,15.38
word_194.png,USA,USA,True,0.0
word_195.png,from,rom,False,25.0
word_196.png,399€*,399,False,40.0
word_197.png,lufthansa.com,luthansacom,False,15.38
word_198.png,Asia,Asia,True,0.0
word_199.png,from,rom,False,25.0
word_200.png,499€*,499c,False,40.0
word_201.png,incl.15,nci15,False,42.86
word_202.png,€,c,False,100.0
word_203.png,Lufthansa,Luthansa,False,11.11
word_204.png,Ticket,Ticket,True,0.0
word_205.png,Service,Service,True,0.0
word_206.png,Charge,Charge,True,0.0
word_207.png,120,x,False,100.0
word_208.png,250,x=,False,100.0
word_209.png,500,ssS,False,100.0
word_210.png,Clubcard,Clubcard,True,0.0
word_211.png,CLUBCARD,cuaCMD,False,75.0
word_212.png,New,Ne,False,33.33
word_213.png,Adress,Adress,True,0.0
word_214.png,SMI,SMI,True,0.0
word_215.png,Office:,Oice:,False,28.57
word_216.png,MOVED,"ov,",False,100.0
word_217.png,Atlantic,Atlantic,True,0.0
word_218.png,"Avenue,","Avenue,",True,0.0
word_219.png,236,236,True,0.0
word_220.png,Lewis,Leis,False,20.0
word_221.png,Wharf,har,False,40.0
word_222.png,"Boston,","Boston,",True,0.0
word_223.png,02110,02110,True,0.0
word_224.png,USA,USA,True,0.0
word_225.png,Phone:,Phone:,True,0.0
word_226.png,617,617,True,0.0
word_227.png,557,557,True,0.0
word_228.png,"10,","10,",True,0.0
word_229.png,Fax:,ax:,False,25.0
word_230.png,617,617,True,0.0
word_231.png,507,507,True,0.0
word_232.png,Open,9pen,False,25.0
word_233.png,House,House,True,0.0
word_234.png,London,London,True,0.0
word_235.png,Celebrate,Celcbratel,False,22.22
word_236.png,the,thẹ,False,33.33
word_237.png,Capital's,Caplaisi,False,55.56
word_238.png,Architecture,Architecture,True,0.0
word_239.png,Septemberog,Septembero9,False,9.09
word_240.png,OPEN,OV,False,75.0
word_241.png,HOUSE,2,False,100.0
word_242.png,amazon.co.uk,amaoncouk,False,25.0
word_243.png,Amazon.co.uk,Amaoncouk,False,25.0
word_244.png,now,n0,False,66.67
word_245.png,delivers,delivers,True,0.0
word_246.png,hundreds,hundreds,True,0.0
word_247.png,thousands,thousands,True,0.0
word_248.png,additional,additional,True,0.0
word_249.png,products,products,True,0.0
word_250.png,"Spain,","Spain,",True,0.0
word_251.png,including,incuding,False,11.11
word_252.png,"electronics,","electronics,",True,0.0
word_253.png,kitchen,kitchen,True,0.0
word_254.png,"items,","items,",True,0.0
word_255.png,jewellery,|eellery,False,22.22
word_256.png,and,and,True,0.0
word_257.png,shoes.,"shoes,",False,16.67
word_258.png,Learn,Learn,True,0.0
word_259.png,more,more,True,0.0
word_260.png,Click,Click,True,0.0
word_261.png,here,here,True,0.0
word_262.png,for,or,False,33.33
word_263.png,the,the,True,0.0
word_264.png,following,olloing,False,22.22
word_265.png,services,services,True,0.0
word_266.png,from,rom,False,25.0
word_267.png,Santander.,"Santander,",False,10.0
word_268.png,Savings,Savings,True,0.0
word_269.png,customers,customers,True,0.0
word_270.png,B&B,B8B,False,33.33
word_271.png,International,international,False,7.69
word_272.png,Financial,inancial,False,11.11
word_273.png,Planning,Planning,True,0.0
word_274.png,Click,Click,True,0.0
word_275.png,here,here,True,0.0
word_276.png,for,or,False,33.33
word_277.png,the,the,True,0.0
word_278.png,following,olloin,False,33.33
word_279.png,services,seryices,False,12.5
word_280.png,available,available,True,0.0
word_281.png,through,thưough,False,14.29
word_282.png,Bradford,Brador,False,25.0
word_283.png,Bingley:,Bingley:,True,0.0
word_284.png,Existing,Existing,True,0.0
word_285.png,Mortgage,Mortgage,True,0.0
word_286.png,customers,customers,True,0.0
word_287.png,Existing,Existing,True,0.0
word_288.png,New,Ne,False,33.33
word_289.png,Insurance,Insurance,True,0.0
word_290.png,customers,customers,True,0.0
word_291.png,Existing,Existing,True,0.0
word_292.png,Investment,Investment,True,0.0
word_293.png,customers,customers,True,0.0
word_294.png,Existing,Existing,True,0.0
word_295.png,Protection,Protection,True,0.0
word_296.png,customers,customers,True,0.0
word_297.png,"\""CREDIT",CREDIT,False,25.0
word_298.png,CARDS.,"CARDS,",False,16.67
word_299.png,FOR,OR,False,33.33
word_300.png,MONTHS,MONTHS,True,0.0
word_301.png,BALANCES,BALANCES,True,0.0
word_302.png,TRANSFERRED,TANSERRED,False,18.18
word_303.png,NOW\,NO,False,50.0
word_304.png,15.9%,"15,9%",False,20.0
word_305.png,APR,A:R,False,33.33
word_306.png,typical,typical,True,0.0
word_307.png,variable.,"variable,",False,11.11
word_308.png,Find,ind,False,25.0
word_309.png,out,out,True,0.0
word_310.png,more,mor,False,25.0
word_311.png,for,or,False,33.33
word_312.png,months,months,True,0.0
word_313.png,purchases,purchasas,False,11.11
word_314.png,too.,"0Oo,",False,75.0
word_315.png,balance,balance,True,0.0
word_316.png,transfer,transier,False,12.5
word_317.png,fee,oo,False,100.0
word_318.png,applies.,appllaa.,False,37.5
word_319.png,"\""REDUCED",EDUCED,False,33.33
word_320.png,MORTGAGE,MOMTGAGE,False,12.5
word_321.png,RATES\,RATES,False,16.67
word_322.png,help,help,True,0.0
word_323.png,you,vou,False,33.33
word_324.png,spend,spend,True,0.0
word_325.png,less,less,True,0.0
word_326.png,each,cach,False,25.0
word_327.png,"month,","month,",True,0.0
word_328.png,we're,ere,False,40.0
word_329.png,offering,oilering,False,25.0
word_330.png,our,our,True,0.0
word_331.png,current,current,True,0.0
word_332.png,account,account,True,0.0
word_333.png,customers,Customers,False,11.11
word_334.png,exclusive,exclusive,True,0.0
word_335.png,discount,discount,True,0.0
word_336.png,our,our,True,0.0
word_337.png,new,ne,False,33.33
word_338.png,mortgages.,mont9a9cs,False,50.0
word_339.png,Find,ind,False,25.0
word_340.png,out,out,True,0.0
word_341.png,more,mora,False,25.0
word_342.png,Loans,Loans,True,0.0
word_343.png,Helping,Helping,True,0.0
word_344.png,you,vũu,False,66.67
word_345.png,stay,stay,True,0.0
word_346.png,control,control,True,0.0
word_347.png,your,vũur,False,50.0
word_348.png,finances,inances,False,12.5
word_349.png,Find,ind,False,25.0
word_350.png,out,out,True,0.0
word_351.png,more,more,True,0.0
word_352.png,Current,Current,True,0.0
word_353.png,accounts,accounts,True,0.0
word_354.png,Switch,Sitch,False,16.67
word_355.png,and,and,True,0.0
word_356.png,put,put,True,0.0
word_357.png,your,vũur,False,50.0
word_358.png,feet,eet,False,25.0
word_359.png,Find,ind,False,25.0
word_360.png,out,out,True,0.0
word_361.png,more,more,True,0.0
word_362.png,Special,Spacial,False,14.29
word_363.png,Offer,Oer,False,40.0
word_364.png,Home,Home,True,0.0
word_365.png,Insurance,Insurance,True,0.0
word_366.png,months,months,True,0.0
word_367.png,cover,cover,True,0.0
word_368.png,for,or,False,33.33
word_369.png,the,the,True,0.0
word_370.png,price,price,True,0.0
word_371.png,Terms,erms,False,20.0
word_372.png,and,and,True,0.0
word_373.png,conditions,conchitong,False,40.0
word_374.png,apply,apply,True,0.0
word_375.png,Find,ind,False,25.0
word_376.png,out,out,True,0.0
word_377.png,more,more,True,0.0
word_378.png,FREE,REE,False,25.0
word_379.png,online,online,True,0.0
word_380.png,security,security,True,0.0
word_381.png,software,sotore,False,37.5
word_382.png,Increase,Increose,False,12.5
word_383.png,your,ou,False,50.0
word_384.png,online,online,True,0.0
word_385.png,fraud,rud,False,40.0
word_386.png,protection,prọtection,False,10.0
word_387.png,with,ith,False,25.0
word_388.png,FREE,REE,False,25.0
word_389.png,Rapport,Rapport,True,0.0
word_390.png,software.,"sotore,",False,44.44
word_391.png,Designed,Designed,True,0.0
word_392.png,work,ork,False,25.0
word_393.png,alongside,alonside,False,11.11
word_394.png,your,goụr,False,50.0
word_395.png,antivirus,gntivirus,False,11.11
word_396.png,and,càd,False,66.67
word_397.png,firewall.,"ireoli,",False,55.56
word_398.png,Protect,Protect,True,0.0
word_399.png,yourself,oursel,False,25.0
word_400.png,now,no,False,33.33
word_401.png,JIM,|M,False,66.67
word_402.png,PAM:,PAM:,True,0.0
word_403.png,Love,Se,False,75.0
word_404.png,Story,cog,False,80.0
word_405.png,ust,vV9,False,100.0
word_406.png,Friends,sn,False,85.71
word_407.png,The,ThọI,False,66.67
word_408.png,Kiss,Kisg,False,25.0
word_409.png,The,The1,False,33.33
word_410.png,Relationship,RolatloqvMP,False,58.33
word_411.png,The,ihờI,False,100.0
word_412.png,Make-Up,"MgkgV9,",False,71.43
word_413.png,The,To,False,66.67
word_414.png,Proposal,Vs,False,87.5
word_415.png,The,Vn9X,False,133.33
word_416.png,Wedding,gqq9,False,100.0
word_417.png,The,Tg,False,66.67
word_418.png,Baby,"aby,",False,50.0
word_419.png,"\""Play",Play,False,33.33
word_420.png,With,ĩth,False,50.0
word_421.png,Me!\,Mel,False,50.0
word_422.png,it's,It's,False,25.0
word_423.png,time,time,True,0.0
word_424.png,get,gạt,False,33.33
word_425.png,fit,it,False,33.33
word_426.png,with,ith,False,25.0
word_427.png,Chomps.,"Chomps,",False,14.29
word_428.png,Play60,PlayO,False,33.33
word_429.png,MEDICAL,HpcA,False,85.71
word_430.png,MUTUAL,ữTữhi,False,83.33
word_431.png,Cleveland,|Cliand(,False,66.67
word_432.png,Clinic,Llnic,False,33.33
word_433.png,FUEL,"m,I",False,100.0
word_434.png,Spectacular,2g,False,100.0
word_435.png,Events,",",False,100.0
word_436.png,contact,cos,False,71.43
word_437.png,440-824-3517,2/0-02/-357,False,41.67
word_438.png,FROZEN,Thoi,False,100.0
word_439.png,DETROIT,,False,100.0
word_440.png,BOSTON,B5,False,83.33
word_441.png,FOUR,ọ,False,100.0
word_442.png,APRIL,APRIL,True,0.0
word_443.png,FORD,ORD,False,25.0
word_444.png,FIELD,IELD,False,20.0
word_445.png,ALL,ALL,True,0.0
word_446.png,NEW!,ME,False,75.0
word_447.png,SUITE,Su/TE,False,40.0
word_448.png,SEASON,5EA50V,False,66.67
word_449.png,TICKETS,7/CKE75,False,57.14
word_450.png,4-6,46,False,33.33
word_451.png,SEAT,SEAT,True,0.0
word_452.png,PACKAGES,PACKAGES,True,0.0
word_453.png,2010,lIlIlI,False,150.0
word_454.png,men's,,False,100.0
word_455.png,zpa,Pa,False,66.67
word_456.png,January,anuary,False,14.29
word_457.png,edition,edition,True,0.0
word_458.png,This,This,True,0.0
word_459.png,Month,Month,True,0.0
word_460.png,Zopa,opa,False,25.0
word_461.png,stayLiverpool.com,shayliverpool.com,False,11.76
word_462.png,Bed,Bed,True,0.0
word_463.png,Apts,Apts,True,0.0
word_464.png,from,rom,False,25.0
word_465.png,£60,8ó0,False,66.67
word_466.png,per,per,True,0.0
word_467.png,night,night,True,0.0
word_468.png,(sleeps,(sleeps,True,0.0
word_469.png,Bed,Bed,True,0.0
word_470.png,Apts,Apts,True,0.0
word_471.png,from,rom,False,25.0
word_472.png,£65,Bó5,False,66.67
word_473.png,per,per,True,0.0
word_474.png,night,night,True,0.0
word_475.png,(sleeps,(sleeps,True,0.0
word_476.png,RECEPTION,RECEPTION,True,0.0
word_477.png,24/7,24/7,True,0.0
word_478.png,SKY,EK,False,66.67
word_479.png,SPORTS,BEoRTS,False,50.0
word_480.png,10%,10%,True,0.0
word_481.png,OFF,o,False,100.0
word_482.png,ALL,ALL,True,0.0
word_483.png,STAYS,stAYS,False,40.0
word_484.png,Book,Book,True,0.0
word_485.png,dates,dates,True,0.0
word_486.png,Tue,Tue,True,0.0
word_487.png,11-18th,11-18th,True,0.0
word_488.png,Jan,an,False,33.33
word_489.png,2010,2010,True,0.0
word_490.png,Stay,Stay,True,0.0
word_491.png,date,date,True,0.0
word_492.png,Jan,an,False,33.33
word_493.png,31st,31st,True,0.0
word_494.png,March,March,True,0.0
word_495.png,2010,2010,True,0.0
word_496.png,Book,Book,True,0.0
word_497.png,Now,No,False,33.33
word_498.png,need,need,True,0.0
word_499.png,for,or,False,33.33
word_500.png,any,any,True,0.0
word_501.png,third,third,True,0.0
word_502.png,party,party,True,0.0
word_503.png,"apps,","appS,",False,20.0
word_504.png,you,vou,False,33.33
word_505.png,already,already,True,0.0
word_506.png,have,have,True,0.0
word_507.png,what,hat,False,25.0
word_508.png,you,vou,False,33.33
word_509.png,need!,needl,False,20.0
word_510.png,Additional,Additional,True,0.0
word_511.png,Features,eatures,False,12.5
word_512.png,Include:,Include:,True,0.0
word_513.png,200 ,200-,False,33.33
word_514.png,Days,Days,True,0.0
word_515.png,Web,eb,False,33.33
word_516.png,Retention,Retention,True,0.0
word_517.png,860,860,True,0.0
word_518.png,Days,Days,True,0.0
word_519.png,NNTP,NNTP,True,0.0
word_520.png,Retention,Retention,True,0.0
word_521.png,Free,ree,False,25.0
word_522.png,256-Bit,256-Bit,True,0.0
word_523.png,Encrypted,Encrypted,True,0.0
word_524.png,SSL,S5L,False,33.33
word_525.png,Unlimited,Unlimited,True,0.0
word_526.png,Connections,Connections,True,0.0
word_527.png,Rollover,Rollover,True,0.0
word_528.png,Gigs,Gigs,True,0.0
word_529.png,SIGN,SIGN,True,0.0
word_530.png,TODAY!,TODAYI,False,16.67
word_531.png,ACER,ACER,True,0.0
word_532.png,ASPIRE,ASPRRE,False,16.67
word_533.png,5742z,57422,False,20.0
word_534.png,LAPTOP,LT0P,False,50.0
word_535.png,SAVE,SAE,False,25.0
word_536.png,£100,100,False,25.0
word_537.png,15.6'',156,False,50.0
word_538.png,Screen,Screen,True,0.0
word_539.png,Intel,Intel,True,0.0
word_540.png,Pentium,Pentium,True,0.0
word_541.png,Dual,Dual,True,0.0
word_542.png,Core,Core,True,0.0
word_543.png,P6100,P6100,True,0.0
word_544.png,4GB,46B,False,33.33
word_545.png,RAM,RAM,True,0.0
word_546.png,2GB,250GB,False,66.67
word_547.png,Hard,Hard,True,0.0
word_548.png,Drive,Drive,True,0.0
word_549.png,DVD,0V0,False,66.67
word_550.png,Super-Multi,Super-Multi,True,0.0
word_551.png,Intel,Intel,True,0.0
word_552.png,Graphics,6raphics,False,12.5
word_553.png,FREE,REE,False,25.0
word_554.png,Year,Year,True,0.0
word_555.png,Warranty,arranty,False,12.5
word_556.png,WAS:,AS:,False,25.0
word_557.png,£379.98,8879.98,False,28.57
word_558.png,YOU,Y0U,False,33.33
word_559.png,SAVE:,SAVE:,True,0.0
word_560.png,£100,100,False,25.0
word_561.png,£279.98,279.98,False,14.29
word_562.png,AFTER,ATER,False,20.0
word_563.png,£100,100,False,25.0
word_564.png,CASHBACK,CNSHBACK,False,12.5
word_565.png,Internet,pV,False,100.0
word_566.png,Essentials,BssenLoL,False,60.0
word_567.png,ANALOG,ANALOG,True,0.0
word_568.png,DEVICES,DEvICES,False,14.29
word_569.png,NEW,lIEll,False,133.33
word_570.png,PRODUCT,PlIlllI,False,85.71
word_571.png,EXPRESS,E:RESS,False,28.57
word_572.png,The,The,True,0.0
word_573.png,fastest,astest,False,14.29
word_574.png,way,ay,False,33.33
word_575.png,get,get,True,0.0
word_576.png,ADI's,ADIs,False,20.0
word_577.png,newest,neest,False,16.67
word_578.png,products,products,True,0.0
word_579.png,from,rom,False,25.0
word_580.png,Digi-Key,Digi-Key,True,0.0
word_581.png,auto,quo,False,50.0
word_582.png,europe.,"europe,",False,14.29
word_583.png,destination,desiinalior,False,27.27
word_584.png,oceans,oceans,True,0.0
word_585.png,AVAGO,AaGa,False,60.0
word_586.png,TECHNOLOGIES,T1CnxĐ10đtTs,False,83.33
word_587.png,chicco,nĩnki,False,100.0
word_588.png,Fantastic,Tauadi=,False,66.67
word_589.png,Easter,Hausr,False,66.67
word_590.png,Savings,oinsu,False,71.43
word_591.png,Click,Click,True,0.0
word_592.png,here,here,True,0.0
word_593.png,browse,brose,False,16.67
word_594.png,our,our,True,0.0
word_595.png,full,ull,False,25.0
word_596.png,range,range,True,0.0
word_597.png,exclusive,exclusive,True,0.0
word_598.png,discounts.,"discounts,",False,10.0
word_599.png,HURRY,HURRY,True,0.0
word_600.png,Offer,Oer,False,40.0
word_601.png,Ends,Ends,True,0.0
word_602.png,29th,29th,True,0.0
word_603.png,April,April,True,0.0
word_604.png,Click,8,False,100.0
word_605.png,Here,i,False,100.0
word_606.png,IEEE,IEEE,True,0.0
word_607.png,ReadyNotes,ReadyNotes,True,0.0
word_608.png,New,Ne,False,33.33
word_609.png,topic?,topic?,True,0.0
word_610.png,problem.,problem,False,12.5
word_611.png,Get,Get,True,0.0
word_612.png,speed,speed,True,0.0
word_613.png,fast.,"ast,",False,40.0
word_614.png,Tutorials,Tutorials,True,0.0
word_615.png,for,or,False,33.33
word_616.png,busy,busy,True,0.0
word_617.png,computing,computing,True,0.0
word_618.png,professionals.,proessionals.,False,7.14
word_619.png,Click,Click,True,0.0
word_620.png,here,here,True,0.0
word_621.png,for,or,False,33.33
word_622.png,list,list,True,0.0
word_623.png,topics.,"tpics,",False,28.57
word_624.png,£100,Il1|!,False,100.0
word_625.png,CASHBACK,V,False,100.0
word_626.png,THIS,Mi,False,100.0
word_627.png,WEEKEND,lIlIlI,False,100.0
word_628.png,ONLY,lIlIlI,False,150.0
word_629.png,ACER,AER,False,25.0
word_630.png,ASPIRE,NSIN,False,66.67
word_631.png,LAPTOPS,I,False,100.0
word_632.png,CLICK,cuXI,False,100.0
word_633.png,HERE,HR,False,50.0
word_634.png,Laptops,Laptops,True,0.0
word_635.png,Desktop,Dasktop,False,14.29
word_636.png,Repairs,Repairs,True,0.0
word_637.png,Services,Services,True,0.0
word_638.png,Fix,ix,False,33.33
word_639.png,Fee*,ee,False,50.0
word_640.png,Microsoft,Microsot,False,11.11
word_641.png,certified,certiied,False,11.11
word_642.png,engineers,engineers,True,0.0
word_643.png,day,day,True,0.0
word_644.png,turnaround**,turnaround,False,16.67
word_645.png,years,years,True,0.0
word_646.png,experience,experience,True,0.0
word_647.png,Fixed,ixed,False,20.0
word_648.png,Prices,Prices,True,0.0
word_649.png,Repairs,Repairs,True,0.0
word_650.png,from,rom,False,25.0
word_651.png,£25,225,False,33.33
word_652.png,All,All,True,0.0
word_653.png,repair,repair,True,0.0
word_654.png,work,ork,False,25.0
word_655.png,guaranteed,guaranteed,True,0.0
word_656.png,BOOK,BOOK,True,0.0
word_657.png,NOW,NO,False,33.33
word_658.png,BEST,BEST,True,0.0
word_659.png,PRICE,PRICE,True,0.0
word_660.png,GUARANTEE,GUARANTEE,True,0.0
word_661.png,BRIDGELUX.,"BRIDGELUX,",False,10.0
word_662.png,build,build,True,0.0
word_663.png,your,y0uI,False,50.0
word_664.png,career,caree,False,16.67
word_665.png,COMPUTING,C0MPUTING,False,11.11
word_666.png,Must,R,False,100.0
word_667.png,Go!,9,False,100.0
word_668.png,Tiny,Tiny,True,0.0
word_669.png,Love,Lovo,False,25.0
word_670.png,Gymini,Gymini,True,0.0
word_671.png,Tiny,Tiny,True,0.0
word_672.png,Princess,Princoss,False,12.5
word_673.png,Mat,Mat,True,0.0
word_674.png,Was,as,False,33.33
word_675.png,£42.97,42.97,False,16.67
word_676.png,NOW,NO,False,33.33
word_677.png,£21.49,"21,49",False,33.33
word_678.png,50%,50%,True,0.0
word_679.png,Off,o,False,100.0
word_680.png,Must,"R,",False,100.0
word_681.png,Go!,S,False,100.0
word_682.png,Kids,Kids,True,0.0
word_683.png,Line,Lino,False,25.0
word_684.png,Barn,Barn,True,0.0
word_685.png,Yard,Yard,True,0.0
word_686.png,Photo,Photo,True,0.0
word_687.png,Frame,ramo,False,40.0
word_688.png,Was,as,False,33.33
word_689.png,£6.97,"66,97",False,40.0
word_690.png,50%,50%,True,0.0
word_691.png,Off,o,False,100.0
word_692.png,NOW,NO,False,33.33
word_693.png,£3.49,"3,49",False,40.0
word_694.png,MUST,R,False,100.0
word_695.png,GO!,S7,False,100.0
word_696.png,Raleigh,Raleigh,True,0.0
word_697.png,Molly,Molly,True,0.0
word_698.png,Girls,Girls,True,0.0
word_699.png,Trike,Triko,False,20.0
word_700.png,Was,as,False,33.33
word_701.png,€46.97,"46,.97",False,33.33
word_702.png,NOW,NO,False,33.33
word_703.png,€23.48,"23,48",False,33.33
word_704.png,50%,50%,True,0.0
word_705.png,Learn,Learn,True,0.0
word_706.png,More,More,True,0.0
